filename,category,size_mb
Jiani-Zhang.pdf,website_articles,1.17
Gary-Pisano.pdf,website_articles,0.42
High-time-for-low-code-in-industrial-IT-OT_PoV_-Sep-23.pdf,website_articles,1.35
AWS-x-CAPGEMINI-E-Book-Top-Trends-in-the-Financial-Services-Industry-Landscape-Interactive-Version_v17.pdf,website_articles,26.9
The_Scale_Effect-AI-Industrial-Revolution-mobile_friendly.pdf,website_articles,0.0
RR006-How-leaders-must-adapt-now-to-successfully-scale-AI-with-Jana-Werner-and-Phil-Le-Brun-AWS.pdf,website_articles,0.53
DVSA-client-story-case-study.pdf,website_articles,0.49
Brochure-5G-Security-Risk-Assessment_Final.pdf,website_articles,1.0
Employee-Experience-brochure-20221006.pdf,website_articles,1.82
Health-Insurance_POV.pdf,website_articles,3.21
Bijoy-Sagar.pdf,website_articles,2.08
Final-Infographic-Digital-Twins-in-AD.pdf,website_articles,0.72
11_27_-_Capgemini_Success_of_the_12th_employee_shareholding_plan.pdf,website_articles,0.11
CFT-10_Annika-O╠elme.pdf,website_articles,1.59
Cybersecurity-Consulting_brochure.pdf ,website_articles,0.93
Branding_Podcast-Transcript_crsp02-reimagining-telecom-industry-pt-2-regulations-with-ashish-surti-colt.pdf,website_articles,0.35
CFT-10_Daniela-Rus.pdf,website_articles,2.38
23Oct2024-Conversation-Edition-9_Infographic.pdf,website_articles,0.68
Postal-Ballot-–-Notice-dated-October-05-2020.pdf,website_articles,1.72
Anglian-Water-Delivery-Model-Success-Story.pdf,website_articles,0.44
Advertisement-Loksatta.pdf,website_articles,0.18
Returnable-Packaging-Solution_Infographic_Final.pdf,website_articles,2.96
Capgemini-Transcript-Unsecured-Creditors.pdf,website_articles,0.29
PSS_flyer_Mar-23.pdf,website_articles,1.51
Cognitive-Control-Towers_POV.pdf,website_articles,0.56
MM-Group-case-study-2.pdf,website_articles,1.51
COI_Chinese.pdf,website_articles,0.6
KII_E16-SCALINQ-Transcript.pdf,website_articles,0.97
Export-Statement-regarding-Capgemini.pdf,website_articles,0.11
CSR-Plan-FY-2024-25.pdf,website_articles,0.78
Future-Sight-Podcast-Transcript-Ep.40-Tackling-Food-Waste.pdf,website_articles,0.31
Claudia-Crummenerl-2.pdf,website_articles,0.57
Final-Infographic-CFT10.pdf,website_articles,0.75
Everest-Group-The-Blueprint-to-Scaling-AI-for-Business-Transformation.pdf,website_articles,1.32
Driving-loyalty-with-experience.pdf,website_articles,3.12
ADMnext-Electric-Utilities.pdf,website_articles,2.0
Branding_Podcast-Transcript_CR093-Role-of-AI-Gen-AI-in-Cybersecurity-with-Corence-Klop-Rabobank.pdf,website_articles,0.27
wpp2022_summary_of_results.pdf,website_articles,0.0
3DS-2025-Capgemini-Ebook-Meeting-Modern-Production-Challenges-with-Model-based-Systems-Engineering.pdf,website_articles,3.51
Everest_Group_-_Open_Banking_IT_Services_PEAK_Matrix_Assessment_2024_-_Focus_on_Capgemini.pdf,website_articles,0.45
Sheila-Jordan.pdf,website_articles,0.51
Industrial-Metaverse-F5.pdf,website_articles,3.05
Capgemini_Q1_2024_infographics_ENG.pdf,website_articles,0.09
11_23_Capgemini-Appointment_-CEO-of-Egypt.pdf,website_articles,0.14
Capgemini-Data-Driven-RD-for-Consumer-Products_Sales-Brochure.pdf,website_articles,1.37
Duck-Creek-Brochure_V4_Weblocked.pdf,website_articles,1.27
Managed-Detection-and-Response-MDR-Services.pdf,website_articles,0.98
Infographic-Data-powered-enterprises-CRI-21082024-V1.pdf,website_articles,1.36
Generative-AI-in-Organizations-Refresh-2.pdf,website_articles,6.4
Mei-Jiang.pdf,website_articles,0.47
30th-AGM-Transcript.pdf,website_articles,0.59
Postal-Ballot-–-Notice-dated-July-24-2019.pdf,website_articles,0.49
Final-Infographic-Food-Waste-1.pdf,website_articles,0.65
Capgemini_Top-Trends-2026_Infographic_Insurance-1.pdf,website_articles,0.5
Returnable-Packaging-Solution-POV_Final.pdf,website_articles,11.18
Final-Infographic-Data-AI-in-Government.pdf,website_articles,0.71
CRI_Turocharging-Software.pdf,website_articles,5.87
Tokenization-client-story.pdf,website_articles,0.76
10_Jaideep-Prabhu.pdf,website_articles,1.26
32nd-AGM-Transcript.pdf,website_articles,0.46
Politica-Global-de-Protecao-de-Dados-BCR_Controlador.pdf,website_articles,4.59
Conversations_for_Tomorrow_Edition_1-1.pdf,website_articles,10.84
Final-Infographic-Reindustrialization.pdf,website_articles,1.28
Fractional-GCC_MedTech_POV_Capgemini_OCT2025.pdf,website_articles,3.81
CRI_Turbocharging-Software-with-Gen-AI-1.pdf,website_articles,5.92
Branding_Podcast-Transcript_CR088-Cloud-on-the-rocks-AAA.pdf,website_articles,0.29
Final-Infographic-2.pdf,website_articles,0.81
Rahmina-Paullete-1.pdf,website_articles,3.3
Mission-Million-Trees.pdf,website_articles,0.48
Capgemini_Top-Trends-2026_Insurance.pdf,website_articles,3.02
BUILDING-THE-NEXT-GEN-PHARMA-LAB-160224-Web.pdf,website_articles,4.92
Final-Infographic-Sustainable-Gen-AI.pdf,website_articles,0.53
ADMnext-for-a-Media-and-Entertainment-Conglomerate.pdf,website_articles,0.37
Final-Infographic-Cloud.pdf,website_articles,0.51
Alan-Boehme-4.pdf,website_articles,0.65
Everest_Group_-_Sustainable_IT_Services_PEAK_Matrix_Assessment_2025_-_Focus_on_Capgemini-2.pdf,website_articles,0.38
03_Drieke-Leenktnegt-1.pdf,website_articles,0.69
FFE_Campus-to-Corporate.pdf,website_articles,0.21
Automotive_Supply_Chain_Infographic.pdf,website_articles,12.09
Branding_Podcast-Transcript_CR95-The-gap-between-humanity-and-AI.pdf,website_articles,0.3
Final-Web-Version-Connected-Health-1.pdf,website_articles,2.56
CapgeminisAWSAutomotiveebook.pdf,website_articles,4.06
Jon-Alan.pdf,website_articles,2.23
Watchmaking-Industry-Ahead-Capgemini-v2-002.pdf,website_articles,0.22
Intimation-of-sanction-of-record-date.pdf,website_articles,1.39
Branding_Podcast-Transcript_CR107-Reflecting-on-Season-4-–-Highlights-what-we-learned-loved-and-are-planning-next.pdf,website_articles,0.38
Autonomous-Agent-Alliance.pdf,website_articles,0.2
Nicolas-Schmit.pdf,website_articles,1.26
Barts-Health-client-story-case-study.pdf,website_articles,1.8
Capgemini_We_Talk_Software_In_Automotive_Pov-1.pdf,website_articles,1.93
Evoting-instructions.pdf,website_articles,0.43
Final-Infographic-CMO-Playbook-2.pdf,website_articles,0.44
KII_E17-MatsHultin-Transcript.pdf,website_articles,0.7
CFT-10_Corence-Klop.pdf,website_articles,1.9
How-to-exercise-your-data.pdf,website_articles,0.86
2025-Talent-Acquisition-Global-Privacy-Notice.pdf,website_articles,0.11
Impact-Future-Project.pdf,website_articles,0.64
Como-Exercer-Seus-Direitos.pdf,website_articles,0.44
Virginie-Helias-1.pdf,website_articles,2.98
2025-06-03_Gen_AI_in_RD_PoV_v4.pdf,website_articles,2.91
Software-Driven-Mobility-POV_Infographics_July-2024.pdf,website_articles,5.11
Auto_CV_infographic_20240904_V03.pdf,website_articles,0.42
Infographic-Conversations-for-Tomorrow-Edition-4.pdf,website_articles,1.06
Supervision-monitoring-systems-for-railway_Brochure_vf_be240e.pdf,website_articles,1.41
GENERATIVE-AI_Final_WEB_060723.pdf,website_articles,5.06
ESOP-Leverage-P-2021.pdf,website_articles,0.71
IGATE-Infrastructure-Management-Services-Limited.pdf,website_articles,2.21
Hightech_Semiconductor_PoV_20230901_V05_Invent.pdf,website_articles,8.12
CSR-Committee-composition.pdf,website_articles,0.17
Capgemini-and-Microsoft-Copilot_eBook.pdf,website_articles,3.59
Penske-Transportation-Solutions-client-story-case-study.pdf,website_articles,1.74
Informacja-o-realizowanej-strategii-podatkowej-za-rok-2023.pdf,website_articles,0.21
Smart-City.pdf,website_articles,8.93
ESOP-Plan.pdf,website_articles,3.51
CRI_Sustainability-By-Design_FINAL_WEB.pdf,website_articles,9.87
Wolters-Kluwer-factsheet.pdf,website_articles,1.08
Eliano-Russo-1.pdf,website_articles,2.78
Brochure-Green-Core-with-SAP-Solutions.pdf,website_articles,3.26
Future-proof-your-business-with-Pega-Cloud-and-Capgemini.pdf,website_articles,1.02
Everest_Group_-_Making_Brownfield_Factories_Smarter_and_Greener_Capgemini.pdf,website_articles,5.0
Fluidra-case-study.pdf,website_articles,1.66
WEMO24-Article-12-Industrial-Heat-is-in-the-blind-spot-of-energy-transition.pdf,website_articles,4.47
POV_CustomGenerativeAiForEnterprise2023.pdf,website_articles,1.36
The-road-to-softwarization_Final.pdf,website_articles,8.04
Final-Infographic-Software-is-driving-automotive.pdf,website_articles,1.46
WEF_The_Rise_of_Global_Digital_Jobs_2024.pdf,website_articles,0.99
2023-01-09_Liberty-Latin-America_client_story_V02.pdf,website_articles,1.75
Final-Infographic-AI-Powered-CX.pdf,website_articles,0.98
Notice-to-Unsecured-Creditors-of-Aricent.pdf,website_articles,10.27
2025-Overview-Universo-Penteo-Integradores-Cloud-Capgemini.pdf,website_articles,9.08
CSR-Plan-FY-2022-23.pdf,website_articles,0.4
CFT-10_Kevin-Scott.pdf,website_articles,1.81
POV_Enterprise-data-sharing.pdf,website_articles,1.17
Branding_Podcast-Transcript_CR079-The-state-of-the-art-of-drones-by-Dario-Valenza-founder-Carbonix.pdf,website_articles,0.28
ESOP-Leverage-P-2020.pdf,website_articles,0.89
Postal-Ballot-Notice-dated-December-09-2024.pdf,website_articles,0.78
29th-AGM-Transcript.pdf,website_articles,0.52
20-04-2026-CFT11_Jai-Haridas_Google-v4.pdf,website_articles,1.52
Control-room-of-the-future.pdf,website_articles,4.62
Peter-Cappelli.pdf,website_articles,0.54
2024_01_29_Capgemini-and-Google-Cloud_Auto-Club-Group-migration.pdf,website_articles,0.12
CRI_Agentic-AI_Infographic_V06.pdf,website_articles,1.04
Accelerating-the-battery-industry-Brochure.pdf,website_articles,1.7
Aricent-Technologies-Holdings-Limited.pdf,website_articles,3.94
NP_WWR22026.pdf,website_articles,0.15
DORA_Brochure-V1.pdf,website_articles,0.68
Touchless-Endorsements-for-Property-Casualty-Insurance.pdf,website_articles,0.43
2022-04-27_TEC_Success-Story.pdf,website_articles,0.45
Softwarization-for-Semiconductors_Capgemini-POV_new.pdf,website_articles,11.12
20th-March-Customer-service-transformation-CRI_Final.pdf,website_articles,8.84
2022-Introduction-to-Capgemini-Group.pdf,website_articles,3.29
Form-MGT-7_Annual-Return.pdf,website_articles,3.04
Wealth_Management_V5.pdf,website_articles,1.44
CRI_Customer-Service-Transformation_Infographic_008.pdf,website_articles,7.29
30012026-Capgemini-Google-Cloud-Lookbook.pdf,website_articles,6.03
Capgemini-Salesforce-Global-Look-Book.pdf,website_articles,23.97
Electrogenics-Labs-client-story-case-study.pdf,website_articles,0.73
Microsoft_DCC.pdf,website_articles,0.82
Charise-Le.pdf,website_articles,0.52
Client-Story-DATEV-x-Capgemini-Invent.pdf,website_articles,1.41
Global-autmotive-company-GitHub-client-story-case-study.pdf,website_articles,0.45
Cyril-Garcia-and-Florent-Andrillon-1.pdf,website_articles,2.33
WEMO24-Article-07-Focus-Hydrogen-on-hard-to-abate-industries.pdf,website_articles,3.39
CFT11_Kai-Fu-Lee_Sinovation_CN-V3.pdf,website_articles,5.04
Branding_Podcast-Transcript_CR116-Unlocking-Cloud-for-critical-missions-with-Danny-Polaine-Thales.pdf,website_articles,0.64
08_26_Capgemini-to-acquire-Cloud4C.pdf,website_articles,0.14
2026_Barometre-energies-vertes-n19_2eme-Semestre-2025.pdf,website_articles,0.97
DIYA.pdf,website_articles,0.3
Prakash-Arunkundrum.pdf,website_articles,2.02
Capgemini-advertisement-Loksatta.pdf,website_articles,0.88
The-rise-of-derivative-chips_final.pdf,website_articles,3.17
Final-Infographic-Investment-Trends-2024.pdf,website_articles,1.67
Capgemini-Telematics-Platform.pdf,website_articles,1.96
Branding_Podcast-Transcript_CRSP04-Reimagining-Telecom-Industry-pt.4-Data-AI-with-Osman-Peermamode-Vodafone-Group.pdf,website_articles,0.27
Capgemini-Slavery-Act-Statement_CY24_due-30-June-25_v0.3_17-June-2025-executed-1.pdf,website_articles,1.43
Capgemini-MXDR-powered-by-Microsoft-brochure-2025-v1.pdf,website_articles,1.05
Altation-Fachsheet-Updated-April-2023.pdf,website_articles,9.33
29th-AGM-–-September-27-2022.pdf,website_articles,4.03
Capgemini_Trucks_Initiative_POV_Digital_96dpi_V2.pdf,website_articles,1.94
TREEADS-client-story-case-study.pdf,website_articles,3.12
Infographic_Data-Masters-in-Insurance_Final-1.pdf,website_articles,0.8
Capgemini_Riverty_case%20study_04292024.pdf&download=1,website_articles,0.0
Final-Infographic-Gen-AI-in-Lifesciences.pdf,website_articles,1.36
KII_E13-Vattenfall-Transcript.pdf,website_articles,0.85
Branding_Podcast-Transcript_CR113-Bridging-the-digital-skills-gap-in-a-complex-world-with-Mike-Nayler-AWS.pdf,website_articles,0.44
11_20_Capgemini_Microsoft_Mistral-GenAI-partnership.pdf,website_articles,0.12
Solar-Team-Twente-client-story-case-study.pdf,website_articles,0.5
Dassault-ADAS-campaign-Brochure-March24.pdf,website_articles,1.99
ADMnext-by-Capgemini_Brochure_Revamp.pdf,website_articles,0.54
Insurance-AI-artificial-intelligence-Factsheet.pdf,website_articles,1.38
Capgemini_-State-of-Georgia-_client-story_v3F.pdf,website_articles,1.92
Consultivo-School-Adoption-Program.pdf,website_articles,0.09
Heathrow-Copado-client-story-case-study.pdf,website_articles,0.45
ESOP-Leverage-P-2023.pdf,website_articles,0.88
Confidence-in-autonomous-and-agentic-systems_19May.pdf,website_articles,7.14
PoV_eBR-1.pdf,website_articles,4.98
FPI-Mobility-POV-final.pdf,website_articles,7.4
231110-Communications-Management-Procedure_SpeakUp_SPA.pdf,website_articles,0.81
ADAS-AWS-Brochure-Jan-2024.pdf,website_articles,2.74
SecOps-with-Microsoft-and-Capgemini-brochure.pdf,website_articles,0.93
2026-GSA-Tracces-by-Capgemini-Remote-Connectivity-in-Semiconductor-Manufacturing-Study-Results.pdf,website_articles,0.97
KII_E12-Yara-Transcript.pdf,website_articles,0.93
KII_E01-Polestar-Transcript.pdf,website_articles,0.78
11_Jonathan-Cherki.pdf,website_articles,1.61
27-05-2026-CFT11_Sharad-Sriwastawa_Rakuten-v2.pdf,website_articles,2.6
Adrienne-Horel-Pages.pdf,website_articles,2.38
Branding_Podcast-Transcript_CRSP03-Reimagining-Telecom-Industry-pt.3-Network-Transformation-with-Mallikarjuna-Rao-Telefonica.pdf,website_articles,0.28
80392.pdf,website_articles,0.08
CRI_Sustainability-in-Automotive_web_draft_12052023.pdf,website_articles,7.94
Brose-case-study.pdf,website_articles,1.41
RR005-Value-metrics-vs-vanity-metrics-with-Carlos-Corredor-Condor.pdf,website_articles,0.5
BR-for-Capgemini-CTC_Scheme-approval.pdf,website_articles,0.53
Wealth-Management-Top-Trends-2024_Infographic_web.pdf,website_articles,0.13
AWS-TechnoVision-production_final.pdf,website_articles,13.86
Everest_Group_Sustainable_Engineering_Services_PEAK_Matrix_Assessment_2025_-_Focus_on_Capgemini.pdf,website_articles,0.45
Boost-Efficiency-Reliability-in-Automotive.pdf,website_articles,6.74
Risk-based-Vulnerability-Management.pdf,website_articles,1.09
Final-Web-Version-Quantum-Technologies.pdf,website_articles,9.16
Gen-AI-in-Management_infographics_Final-draft_161024.pdf,website_articles,0.56
Client-Story-Europe-CX.pdf,website_articles,1.29
End-to-end-Critical-Software-Engineering_Brochure_vf_086d4f.pdf,website_articles,1.81
Capgemini-PoV_Hydrogen-Position.pdf,website_articles,3.22
HMRC-ODS-client-story-case-study.pdf,website_articles,0.4
Capgemini_Microsoft-DCM-brochure.pdf,website_articles,0.9
Branding_Podcast-Transcript_CR110-The-genesis-of-the-virtual-assistant-with-Kevin-Surace.pdf,website_articles,0.33
lifesciences-erandd-pulse2026-V1.pdf,website_articles,4.59
WEF_Realizing_the_Potential_of_Global_Digital_Jobs_2024.pdf,website_articles,3.87
VWAudi-client-story_V2.pdf,website_articles,0.22
PoV_Agentic-AI-in-LS_May-2026.pdf,website_articles,5.04
09_Purpose.pdf,website_articles,1.28
Investment-trends-infographic.pdf,website_articles,0.41
Capgemini_-_2026-04-30-_-2026_Q1_Revenues.pdf,website_articles,0.2
CFT-10_Michele-Mosca.pdf,website_articles,1.47
Frank-Chen.pdf,website_articles,0.42
Automotive_Supply_Chain_POV__New_VI.pdf,website_articles,2.94
Amy-Edmondson.pdf,website_articles,2.61
Branding_Podcast-Transcript_CR104-Quantumania-part-2-with-Catherine-Vollgraff-Heidweiller-and-James-Goeders-Google-Quantum-AI.pdf,website_articles,0.32
Final-Infographic-Creative-Gen-AI.pdf,website_articles,2.05
Stephane-Kasriel.pdf,website_articles,1.75
Form-MGT_7-Annual-Return.pdf,website_articles,2.91
Postal-Ballot-Notice-dated-August-09-2024.pdf,website_articles,0.79
Capgpemini_Google-Cloud-RAISE-Brochure_Jan2026.pdf,website_articles,3.83
Postal-Ballot-Notice-dated-August-08-2025.pdf,website_articles,0.79
Invent-for-Society-Brochure_Jan22_VF.pdf,website_articles,7.14
30092025-CFT10-Dr-Luc-Julia.pdf,website_articles,0.92
Federal-Employment-Agency-client-story-case-study.pdf,website_articles,0.39
Global_insurer_client_story_case_study.pdf,website_articles,0.77
CMO_Brand-Strategy-POV_2021.pdf,website_articles,4.13
Capgemini_DassaultSystemes_eBook2025.pdf,website_articles,0.0
SEAT-case-study-1-1.pdf,website_articles,1.83
05_Aparna-Labroo.pdf,website_articles,0.65
NP-OpenAI-Deployment-Company.pdf,website_articles,0.12
Jakson-tekstiversio-Teknologian-valta-kasvaa-–-onko-Eurooppa-valmis-uuteen-aikaan.pdf,website_articles,0.61
Capgemini_SAP_POV_Digital_96-DPI.pdf,website_articles,2.39
Agentic-AI-for-Enterprise_POV.pdf,website_articles,4.27
POV_A-glimpse-of-a-hyper-contextualized-future-for-customer-experience_July-2025.pdf,website_articles,1.01
MajBritt-Arfert.pdf,website_articles,2.24
Martin-Curran.pdf,website_articles,0.55
CRI_Autonomous-Network_Final.pdf,website_articles,27.31
Shobha-Meera.pdf,website_articles,0.79
Cognitive-Document-Prcoessing-Bankingand-Capmkts-Brochure.pdf,website_articles,0.78
Branding_Podcast-Transcript_CR077-Mission-centric-scaled-AI-1.pdf,website_articles,0.45
Altran-Engineering-Solutions-Japan-Corporation.pdf,website_articles,0.37
Prof.-Suraj-Srinivasan.pdf,website_articles,2.31
Life-Science-QuadRpt-Customize-Full-length-Global-2026-03-31-Final.pdf,website_articles,10.56
NRMA-case-study-1.pdf,website_articles,1.52
05_07-Robotics-in-the-age-of-physical-AI-CRI_PR_ITA.pdf,website_articles,0.15
01-075.25_-Client-story-Zorginstituut-Nederland_V4.pdf,website_articles,0.76
Branding_Podcast-Transcript_CR084-Hyper-Automation-with-Johan-Sporre-Ericsson.pdf,website_articles,0.3
Capgemini-Transcript-Equity-Shareholders.pdf,website_articles,0.29
2102.02503.pdf,website_articles,0.09
AI4Food-handout-1.pdf,website_articles,5.06
COI_Japanese.pdf,website_articles,0.63
30th-AGM-–-September-26-2023.pdf,website_articles,1.71
tax-transparency-in-africa-2025.pdf,website_articles,8.18
Next-Gen-SOC-MDR-Services-–-Large-Accounts.pdf,website_articles,1.04
Capgemini-Rapport-Annuel-Integre-2025.pdf,website_articles,20.03
WWR_2026.pdf,website_articles,2.13
D07403-2024-TIV-Projects-March-2024_GenAI-Playbook_Revised_D1.pdf,website_articles,3.74
Infographic-Intelligent-Supply-Chain.pdf,website_articles,0.63
LEAP-Career-Academy-Udyogini.pdf,website_articles,0.2
dont-get-flummoxed-by-data-1.pdf,website_articles,0.4
04_Pete-Markey.pdf,website_articles,0.77
ESOP-Leverage-P-2024.pdf,website_articles,0.21
NP-El-momento-de-la-verdad-de-la-IA-en-seguros-No-Vida.pdf,website_articles,0.17
Branding_Podcast-Transcript_CR109-Season-5-Kick-Off-with-Dave-Esmee-and-Rob.pdf,website_articles,0.31
CRI_Physical-AI-Infographic.pdf,website_articles,1.1
Postal-Ballot-Form-1.pdf,website_articles,0.28
Leading-global-life-insurer-client-story-case-study.pdf,website_articles,0.38
CRI_Sustainability_Transformation_Final-3.pdf,website_articles,8.42
Cybersecurity-brochure-20230412.pdf,website_articles,1.24
World-Rugby-carbon-emissions-client-story-case-study.pdf,website_articles,1.6
2026_04_29_Capgemini_Reindustrialization-of-Europe-and-US_ITA.pdf,website_articles,0.16
Inclusive-tech_Infographic.pdf,website_articles,0.21
Capgemini_Trusted-AI-PoV.pdf,website_articles,5.86
Aricent-advertisement-FPJ.pdf,website_articles,1.27
CR090-Every-organization-is-made-up-of-people-and-work-structures-with-Jitske-Kramer.pdf,website_articles,0.3
Final-Web-Version-Food-Waste.pdf,website_articles,18.03
2700426CRI_Reindustrialization-_Interactive_Final-1.pdf,website_articles,7.99
UNICEF-GDSC-client-story-case-study.pdf,website_articles,32.02
Digital-Academy.pdf,website_articles,0.24
Lending-Transformation-Solution.pdf,website_articles,3.8
Sustainability-Future-proofing-innovation-CPRD-POV.pdf,website_articles,6.36
Elisa-Farri-and-Gabriele-Rosani-1.pdf,website_articles,1.57
Siemens-and-Capgemini-Partnership_Brochure2025.pdf,website_articles,5.39
Capgemini-Identity-Singularity-2035-PoV1.pdf,website_articles,2.58
4829-Capgemini-Google-Cloud-Sustainability-Oct-Final-2.pdf,website_articles,6.05
CRI_Supply-Chain-in-Automotive_18092023_Final-Draft_Web.pdf,website_articles,9.82
Envisioning-the-Future-of-Oncology.pdf,website_articles,2.05
Copado-Factsheet-Updated-April-2023.pdf,website_articles,7.22
KION-Group-client-story-case-study.pdf,website_articles,0.62
Flyer_Capgemini-and-Pasqal.pdf,website_articles,0.24
Branding_Podcast-Transcript_CR080-AI-driven-hyper-automation-with-Nicole-Onuta-AI-business-transformation-expert.pdf,website_articles,0.28
Gen-AI-and-agentic-AI-across-government_PoV.pdf,website_articles,13.98
CSR-Box-School-of-Coding.pdf,website_articles,0.25
2025_02_06_Renewal-of-Peugeot-Sport_Capgemini_partnership.pdf,website_articles,0.13
CRI_Data-powered-enterprises_03092024.pdf,website_articles,7.98
Final-Infographic-Circular-Economy-1-2.pdf,website_articles,0.2
Ctrl-Alt-Human.pdf,website_articles,0.2
Brochure-IDEA-by-Capgemini-with-Microsoft.pdf,website_articles,1.11
Final-Infographic-Consumer-Trends-2026.pdf,website_articles,0.71
Intelligent-Manufacturing-Services-for-Automotive-POV.pdf,website_articles,4.46
Navantia-client-story-case-study.pdf,website_articles,3.12
Four-Seasons-reimagines-its-Finance_and_Accounting-function-1.pdf,website_articles,0.93
Technology-provider-ADMnext-case-study.pdf,website_articles,0.73
Kern-Pharma.pdf,website_articles,0.82
Whole-Lotta-Fusion.pdf,website_articles,0.22
Global-OEM-Automated-Driving-case-study.pdf,website_articles,0.5
05_20_Capgemini_2026_Shareholders_Meeting.pdf,website_articles,0.19
Strategic-Security-Services-–-Large-Accounts-1.pdf,website_articles,1.01
ICT_Campus-to-Corporate.pdf,website_articles,0.23
Capgemini-Microsoft-The-New-AI-Imperative-in-Manufacturing-10.pdf,website_articles,4.18
Heathrow-case-study.pdf,website_articles,0.46
Capgemini-in-Rail-Signaling_vf_-March-2024_643eb3.pdf,website_articles,0.31
Politica-Global-de-Protecao-de-Dados-BCR_Operador.pdf,website_articles,1.17
Anne-Lebel-1.pdf,website_articles,0.48
Branding_Podcast-Transcript_CR096-TechnoVision-2025-Your-gateway-to-cutting-edge-innovation.pdf,website_articles,0.35
Next-Destination-Software-_WEB.pdf,website_articles,5.03
Prewave-Capgemini-Supply-Chain-Resilience-POV-Final-Design.pdf,website_articles,6.69
KII_E19-KaarenHilsen.pdf,website_articles,1.09
Johnson-Johnson-Innovative-Medicine-client-story-case-study-1.pdf,website_articles,0.39
Postal-Ballot-Notice-dated-July-24-2023.pdf,website_articles,1.18
DCC_Security-Service-Delivery-Case-Study-UK_final.pdf,website_articles,0.9
Pascal-Brier.pdf,website_articles,0.47
Branding_Podcast-Transcript_CR114-Why-human-experience-matters-more-than-ever-with-Kevin-Magee-Allhuman.pdf,website_articles,0.46
AI4HealthyAging_Success-Story_Espanol_v4.2.pdf,website_articles,1.83
TV25-FINANCIAL-SERVICES-28-March-web-lock.pdf,website_articles,4.97
Multinational-telecommunications-company-client-story-case-study.pdf,website_articles,0.75
Riverty_client_story_case_study_6b71a7.pdf,website_articles,1.04
SAP-S_4HANA-Cloud-for-automotive-suppliers_Solution-brochure_V3.pdf,website_articles,0.61
2020_12_07_Capgemini_France-Televisions_EN-1-1.pdf,website_articles,0.18
Johnson-and-Johnson-transforms-its-demand-planning-and-external-manufacturing-processes.pdf,website_articles,0.84
